What is authority?,Authority legitimizes power.,,
What is control?,Control directs behavior/events.,,
What is order?,Order arranges systematically.,,
What is chaos?,Chaos lacks order/predictability.,,
What is complexity?,Complexity involves interconnected parts.,,
What is simplicity?,Simplicity avoids unnecessary elements.,,
What is minimalism?,Minimalism uses fewest necessary elements.,,
What is efficiency?,Efficiency achieves maximum productivity with minimum waste.,,
What is effectiveness?,Effectiveness produces desired results.,,
What is optimization?,Optimization makes best possible.,,
What is maximization?,Maximization increases to greatest extent.,,
What is minimization?,Minimization reduces to smallest extent.,,
What is balance?,Balance distributes elements harmoniously.,,
What is harmony?,Harmony combines pleasingly.,,
What is conflict?,Conflict opposes forces/ideas.,,
What is resolution?,Resolution solves conflicts.,,
What is peace?,Peace lacks conflict/disturbance.,,
What is war?,War engages armed conflict.,,
What is violence?,Violence uses physical force to harm.,,
What is nonviolence?,Nonviolence achieves goals without harm.,,
What is protest?,Protest objects publicly.,,
What is revolution?,Revolution overthrows systems forcibly.,,
What is evolution?,Evolution develops gradually.,,
What is change?,Change becomes different.,,
What is growth?,Growth increases size/development.,,
What is development?,Development progresses over time.,,
What is progress?,Progress advances toward goals.,,
What is improvement?,Improvement enhances quality.,,
What is innovation?,Innovation introduces new methods/ideas.,,
What is invention?,Invention creates novel devices/processes.,,
What is discovery?,Discovery finds previously unknown.,,
What is exploration?,Exploration investigates unfamiliar.,,
What is adventure?,Adventure undertakes exciting risks.,,
What is journey?,Journey travels from start to end.,,
What is destination?,Destination is journey's end point.,,
What is origin?,Origin is starting point.,,
What is source?,Source originates from.,,
What is resource?,Resource supplies needs.,,
What is asset?,Asset has value/utility.,,
What is liability?,Liability owes obligation.,,
What is debt?,Debt owes money/service.,,
What is credit?,Credit allows deferred payment.,,
What is trust?,Trust relies on reliability.,,
What is reputation?,Reputation is public perception.,,
What is honor?,Honor shows integrity/respect.,,
What is respect?,Respect regards highly.,,
What is dignity?,Digheid maintains self-worth.,,
What is pride?,Pride feels satisfaction.,,
What is humility?,Humility shows modesty.,,
What is shame?,Shame feels disgrace.,,
What is guilt?,Guilt feels responsibility for offense.,,
What is regret?,Regret feels sorrow over past actions.,,
What is remorse?,Remorse feels deep regret.,,
What is forgiveness?,Forgiveness pardons offenses.,,
What is apology?,Apology expresses regret.,,
What is gratitude?,Gratitude shows thankfulness.,,
What is appreciation?,Appreciation recognizes value.,,
What is value?,Value regards worth/importance.,,
What is worth?,Worth has value.,,
What is price?,Price sets monetary value.,,
What is cost?,Cost requires payment/sacrifice.,,
What is benefit?,Benefit gains advantage.,,
What is advantage?,Advantage gives superiority.,,
What is disadvantage?,Disadvantage gives inferiority.,,
What is opportunity cost?,Opportunity cost is next best alternative forgone.,,
What is trade-off?,Trade-off exchanges one thing for another.,,
What is compromise?,Compromise settles differences by concession.,,
What is agreement?,Agreement shares understanding.,,
What is contract?,Contract legally binds parties.,,
What is deal?,Deal makes agreement.,,
What is partnership?,Partnership collaborates mutually.,,
What is cooperation?,Cooperation works jointly.,,
What is competition?,Competition strives against others.,,
What is win?,Win achieves victory.,,
What is lose?,Lose suffers defeat.,,
What is draw?,Draw ties.,,
What is game?,Game plays with rules.,,
What is sport?,Sport competes physically.,,
What is play?,Play engages recreationally.,,
What is fun?,Fun enjoys amusement.,,
What is joy?,Joy feels great pleasure.,,
What is pleasure?,Pleasure feels enjoyment.,,
What is pain?,Pain feels physical/emotional suffering.,,
What is suffering?,Suffering endures pain/distress.,,
What is comfort?,Comfort eases distress.,,
What is relief?,Relief alleviates distress.,,
What is health?,Health maintains physical/mental well-being.,,
What is disease?,Disease impairs health.,,
What is medicine?,Medicine treats/prevents disease.,,
What is treatment?,Treatment applies medical care.,,
What is cure?,Cure eliminates disease.,,
What is prevention?,Prevention stops occurrence.,,
What is vaccine?,Vaccine prevents disease by building immunity.,,
What is immunity?,Immunity resists infection.,,
What is infection?,Infection invades pathogens.,,
What is virus?,Virus replicates inside living cells.,,
What is bacteria?,Bacteria are single-celled microorganisms.,,
What is germ?,Germ causes disease.,,
What is hygiene?,Hygiene maintains cleanliness for health.,,
What is sanitation?,Sanitation disposes waste safely.,,
What is environment?,Environment encompasses surroundings.,,
What is nature?,Nature constitutes physical world.,,
What is ecosystem?,Ecosystem interacts organisms/environment.,,
What is biodiversity?,Biodiversity varies life forms.,,
What is conservation?,Conservation protects natural resources.,,
What is pollution?,Pollution contaminates environment.,,
What is climate?,Climate averages weather patterns.,,
What is weather?,Weather measures atmospheric conditions.,,
What is global warming?,Global warming increases Earth's temperature.,,
What is greenhouse effect?,Greenhouse effect traps atmospheric heat.,,
What is renewable energy?,Renewable energy regenerates naturally (solar/wind).,,
What is fossil fuel?,Fossil fuel derives from ancient organisms (coal/oil).,,
What is solar power?,Solar power converts sunlight to electricity.,,
What is wind power?,Wind power generates electricity from turbines.,,
What is hydropower?,Hydropower produces energy from flowing water.,,
What is geothermal?,Geothermal uses Earth's heat for energy.,,
What is recycling?,Recycling converts waste into reusable materials.,,
What is sustainability?,Sustainability meets needs without compromising future generations.,,
What is future?,Future refers to time ahead.,,
What is past?,Past refers to time behind.,,
What is present?,Present refers to current time.,,
What is time?,Time measures event durations/sequences.,,
What is space?,Space contains matter/energy.,,
What is universe?,Universe encompasses all space/time/matter.,,
What is galaxy?,Galaxy contains stars/gas/dust bound gravitationally.,,
What is star?,Star shines via nuclear fusion.,,
What is planet?,Planet orbits stars.,,
What is Earth?,Earth is our home planet.,,
What is moon?,Moon orbits planets.,,
What is sun?,Sun is our star.,,
What is solar system?,Solar system includes sun/planets/moons.,,
What is astronomy?,Astronomy studies celestial objects.,,
What is astronaut?,Astronaut travels space.,,
What is spacecraft?,Spacecraft travels space.,,
What is rocket?,Rocket propels via thrust.,,
What is launch?,Launch sends rocket spaceward.,,
What is orbit?,Orbit circles gravitationally.,,
What is gravity?,Gravity attracts masses.,,
What is force?,Force changes motion.,,
What is motion?,Motion changes position.,,
What is energy?,Energy performs work.,,
What is matter?,Matter occupies space/mass.,,
What is atom?,Atom is matter's basic unit.,,
What is electron?,Electron orbits atom nuclei negatively charged.,,
What is proton?,Proton resides atom nuclei positively charged.,,
What is neutron?,Neutron resides atom nuclei neutrally charged.,,
What is nucleus?,Nucleus contains protons/neutrons.,,
What is molecule?,Molecule bonds atoms chemically.,,
What is element?,Element contains one atom type.,,
What is compound?,Compound combines elements chemically.,,
What is mixture?,Mixture blends substances physically.,,
What is solid?,Solid maintains shape/volume.,,
What is liquid?,Liquid flows maintaining volume.,,
What is gas?,Gas flows expanding freely.,,
What is plasma?,Plasma conducts electricity ionized.,,
What is temperature?,Temperature measures heat intensity.,,
What is heat?,Heat transfers thermal energy.,,
What is cold?,Cold lacks heat.,,
What is light?,Light enables vision electromagnetic radiation.,,
What is sound?,Sound hears vibrations.,,
What is electricity?,Electricity flows charged particles.,,
What is magnet?,Magnet attracts iron produces field.,,
What is wave?,Wave transmits energy oscillating.,,
What is particle?,Particle constitutes matter discretely.,,
What is quantum?,Quantum involves discrete energy units.,,
What is relativity?,Relativity relates space/time/matter/energy.,,
What is theory?,Theory explains phenomena evidence-based.,,
What is law?,Law describes consistent natural patterns.,,
What is science?,Science systematically studies physical/natural world.,,
What is pseudoscience?,Pseudoscience claims falsely scientific.,,
What is fact?,Fact is verifiable observation.,,
What is evidence?,Evidence supports claims.,,
What is proof?,Proof conclusively establishes truth.,,
What is logic?,Logic reasons validly.,,
What is reason?,Reason thinks logically.,,
What is argument?,Argument presents reasons.,,
What is debate?,Debate argues formally.,,
What is discussion?,Discussion exchanges views.,,
What is conversation?,Conversation talks informally.,,
What is communication?,Communication conveys information.,,
What is language?,Language communicates symbolically.,,
What is speech?,Speech expresses verbally.,,
What is writing?,Writing records symbols.,,
What is reading?,Writing interprets symbols.,,
What is literacy?,Literacy reads/writes proficiently.,,
What is numeracy?,Numeracy calculates mathematically.,,
What is digital literacy?,Digital literacy uses technology effectively.,,
What is media literacy?,Media literacy analyzes media critically.,,
What is information?,Information communicates knowledge.,,
What is knowledge?,Knowledge understands facts/skills.,,
What is wisdom?,Wisdom applies knowledge judiciously.,,
What is learning?,Learning acquires knowledge/skills.,,
What is education?,Education facilitates learning.,,
What is school?,School instructs formally.,,
What is teacher?,Teacher educates.,,
What is student?,Student learns.,,
What is study?,Study learns intensely.,,
What is research?,Research investigates systematically.,,
What is experiment?,Experiment tests scientifically.,,
What is hypothesis?,Hypothesis proposes testable explanation.,,
What is conclusion?,Conclusion summarizes findings.,,
What is result?,Result is outcome.,,
What is data?,Data is information collected.,,
What is statistics?,Statistics analyzes numerical data.,,
What is probability?,Probability measures likelihood.,,
What is chance?,Chance involves randomness.,,
What is random?,Random lacks pattern/predictability.,,
What is pattern?,Pattern repeats regularly.,,
What is sequence?,Sequence orders items consecutively.,,
What is series?,Series sums sequences.,,
What is set?,Set groups distinct objects.,,
What is group?,Group collects members.,,
What is category?,Category classifies by characteristics.,,
What is class?,Class groups similar entities.,,
What is type?,Type shares common traits.,,
What is kind?,Kind shares nature.,,
What is sort?,Sort arranges types.,,
What is variety?,Variety differs forms.,,
What is diversity?,Diversity includes variety.,,
What is unity?,Unity combines harmoniously.,,
What is whole?,Whole comprises parts.,,
What is part?,Part constitutes whole.,,
What is piece?,Piece is portion.,,
What is fragment?,Fragment is broken piece.,,
What is section?,Section is distinct part.,,
What is segment?,Segment divides sections.,,
What is division?,Division separates portions.,,
What is multiplication?,Multiplication adds repeatedly.,,
What is addition?,Addition sums numbers.,,
What is subtraction?,Subtraction removes numbers.,,
What is division?,Division shares equally.,,
What is fraction?,Fraction represents part-whole.,,
What is decimal?,Decimal expresses fractions base-10.,,
What is percentage?,Percentage expresses hundredths.,,
What is ratio?,Ratio compares quantities.,,
What is proportion?,Proportion relates ratios equivalently.,,
What is algebra?,Algebra uses symbols for numbers.,,
What is geometry?,Geometry studies shapes/sizes/positions.,,
What is calculus?,Calculus analyzes change.,,
What is trigonometry?,Trigonometry relates angles/sides.,,
What is measurement?,Measurement quantifies attributes.,,
What is unit?,Unit standardizes measurement.,,
What is scale?,Scale proportionately resizes.,,
What is map?,Map represents geography.,,
What is globe?,Globe models Earth spherically.,,
What is atlas?,Atlas collects maps.,,
What is geography?,Geography studies Earth's features.,,
What is geology?,Geology studies Earth's structure.,,
What is biology?,Biology studies living organisms.,,
What is chemistry?,Chemistry studies substances.,,
What is physics?,Physics studies matter/energy.,,
What is astronomy?,Astronomy studies celestial objects.,,
What is ecology?,Ecology studies organism-environment interactions.,,
What is zoology?,Zoology studies animals.,,
What is botany?,Botany studies plants.,,
What is microbiology?,Microbiology studies microorganisms.,,
What is genetics?,Genetics studies heredity.,,
What is DNA?,DNA carries genetic instructions.,,
What is gene?,Gene is DNA unit encoding traits.,,
What is evolution?,Evolution changes species over generations.,,
What is natural selection?,Natural selection favors adaptive traits.,,
What is adaptation?,Adaptation adjusts to environment.,,
What is species?,Species groups interbreeding organisms.,,
What is ecosystem?,Ecosystem interacts organisms/habitat.,,
What is food chain?,Food chain transfers energy eating/being eaten.,,
What is photosynthesis?,Photosynthesis converts light to chemical energy in plants.,,
What is respiration?,Respiration releases energy from food.,,
What is digestion?,Digestion breaks down food.,,
What is circulation?,Circulation transports blood.,,
What is excretion?,Excretion eliminates waste.,,
What is reproduction?,Reproduction produces offspring.,,
What is growth?,Growth increases size.,,
What is development?,Development matures.,,
What is life cycle?,Life cycle stages birth-growth-death.,,
What is birth?,Birth begins life.,,
What is death?,Death ends life.,,
What is aging?,Aging progresses biologically.,,
What is health?,Health maintains well-being.,,
What is disease?,Disease impairs health.,,
What is medicine?,Medicine treats disease.,,
What is doctor?,Doctor heals medically.,,
What is hospital?,Hospital cares medically.,,
What is clinic?,Clinic treats outpatients.,,
What is pharmacy?,Pharmacy dispenses medicines.,,
What is drug?,Drug affects body functions.,,
What is vaccine?,Vaccine builds immunity.,,
What is immunity?,Immunity resists infection.,,
What is allergy?,Allergy reacts hypersensitively.,,
What is nutrition?,Nutrition nourishes healthily.,,
What is diet?,Diet regulates food intake.,,
What is exercise?,Exercise improves fitness.,,
What is fitness?,Fitness maintains physical health.,,
What is sport?,Sport exercises competitively.,,
What is game?,Game plays recreationally.,,
What is team?,Team cooperates competitively.,,
What is player?,Player participates.,,
What is coach?,Coach trains.,,
What is referee?,Referee enforces rules.,,
What is rule?,Rule governs conduct.,,
What is law?,Law governs society.,,
What is government?,Government administers state.,,
What is democracy?,Democracy governs by popular representation.,,
What is election?,Election chooses representatives.,,
What is vote?,Vote expresses choice.,,
What is citizen?,Citizen belongs state.,,
What is right?,Right entitles legally/morally.,,
What is responsibility?,Responsibility obligates.,,
What is duty?,Duty requires action.,,
What is service?,Service assists others.,,
What is volunteer?,Volunteer serves freely.,,
What is charity?,Charity aids needy.,,
What is donation?,Donation gives voluntarily.,,
What is gift?,Gift presents freely.,,
What is present?,Present offers gift.,,
What is future?,Future lies ahead.,,
What is past?,Past lies behind.,,
What is present?,Present is now.,,
What is time?,Time progresses events.,,
What is clock?,Clock measures time.,,
What is calendar?,Calendar organizes days.,,
What is schedule?,Schedule plans timing.,,
What is plan?,Plan prepares actions.,,
What is goal?,Goal aims achievement.,,
What is dream?,Dream imagines aspirationally.,,
What is hope?,Hope desires expectantly.,,
What is wish?,Wish wants fulfillment.,,
What is desire?,Desire craves strongly.,,
What is need?,Need requires essentially.,,
What is want?,Want desires optionally.,,
What is have?,Have possesses.,,
What is give?,Give transfers possession.,,
What is take?,Take acquires possession.,,
What is share?,Share uses jointly.,,
What is own?,Own possesses exclusively.,,
What is property?,Property owns possessions.,,
What is wealth?,Wealth accumulates resources.,,
What is poverty?,Poverty lacks resources.,,
What is rich?,Rich possesses abundant resources.,,
What is poor?,Poor lacks resources.,,
What is money?,Money exchanges value.,,
What is currency?,Currency circulates money.,,
What is coin?,Coin metal money.,,
What is bill?,Bill paper money.,,
What is bank?,Bank stores/lends money.,,
What is account?,Account tracks financial transactions.,,
What is transaction?,Transaction exchanges value.,,
What is purchase?,Purchase buys goods/services.,,
What is sale?,Sale sells goods/services.,,
What is price?,Price sets monetary value.,,
What is cost?,Cost requires payment.,,
What is value?,Value regards worth.,,
What is worth?,Worth has value.,,
What is quality?,Quality meets standards.,,
What is quantity?,Quantity measures amount.,,
What is amount?,Amount totals quantity.,,
What is number?,Number counts quantity.,,
What is digit?,Digit symbolizes number.,,
What is zero?,Zero represents nothing.,,
What is infinity?,Infinity exceeds all bounds.,,
What is positive?,Positive greater than zero.,,
What is negative?,Negative less than zero.,,
What is integer?,Integer whole number.,,
What is fraction?,Fraction part of whole.,,
What is decimal?,Decimal fraction base-10.,,
What is percentage?,Percentage per hundred.,,
What is average?,Average central tendency.,,
What is mean?,Mean arithmetic average.,,
What is median?,Median middle value.,,
What is mode?,Mode most frequent value.,,
What is range?,Range difference max-min.,,
What is probability?,Probability measures likelihood.,,
What is chance?,Chance involves randomness.,,
What is certainty?,Certainty absolute assurance.,,
What is uncertainty?,Uncertainty lacks assurance.,,
What is risk?,Risk potential loss.,,
What is opportunity?,Opportunity favorable chance.,,
What is challenge?,Challenge difficult task.,,
What is solution?,Solution resolves problem.,,
What is problem?,Problem requires solution.,,
What is question?,Question seeks answer.,,
What is answer?,Answer responds to question.,,
What is explanation?,Explanation clarifies understanding.,,
What is understanding?,Understanding comprehends meaning.,,
What is meaning?,Meaning signifies importance.,,
What is significance?,Significance matters importantly.,,
What is importance?,Importance has consequence.,,
What is trivial?,Trivial lacks importance.,,
What is essential?,Essential absolutely necessary.,,
What is necessary?,Required indispensably.,,
What is sufficient?,Sufficient adequately meets needs.,,
What is required?,Required mandates.,,
What is optional?,Optional chooses freely.,,
What is mandatory?,Mandatory compels.,,
What is voluntary?,Voluntary chooses willingly.,,
What is free?,Free acts unconstrained.,,
What is independent?,Independent self-reliant.,,
What is dependent?,Dependent relies.,,
What is rely?,Rely depends confidently.,,
What is trust?,Trust relies reliability.,,
What is faith?,Faith believes without proof.,,
What is belief?,Belief accepts true.,,
What is know?,Know perceives factually.,,
What is learn?,Learn gains knowledge.,,
What is teach?,Teaches imparts knowledge.,,
What is educate?,Educates develops knowledge.,,
What is school?,School educates formally.,,
What is university?,University educates higher.,,
What is college?,College educates post-secondary.,,
What is class?,Class instructs group.,,
What is lesson?,Lesson teaches unit.,,
What is course?,Course teaches subject.,,
What is subject?,Subject studies topic.,,
What is topic?,Topic discusses matter.,,
What is theme?,Theme central idea.,,
What is idea?,Idea mental concept.,,
What is concept?,Concept abstract idea.,,
What is thought?,Thought mental process.,,
What is think?,Think uses mind.,,
What is reason?,Reason thinks logically.,,
What is logic?,Logic reasons validly.,,
What is argument?,Argument presents reasons.,,
What is premise?,Premise supports argument.,,
What is conclusion?,Conclusion infers from premises.,,
What is valid?,Valid follows logically.,,
What is sound?,Sound valid with true premises.,,
What is true?,True corresponds reality.,,
What is false?,False misrepresents reality.,,
What is fact?,Fact verifiable true.,,
What is fiction?,Fiction imagines invented.,,
What is reality?,Reality actual existence.,,
What is fantasy?,Fantasy imagines unreal.,,
What is dream?,Dream imagines sleeping.,,
What is nightmare?,Nightmare frightens dreaming.,,
What is fear?,Fear feels threat.,,
What is phobia?,Phobia fears irrationally.,,
What is anxiety?,Anxiety worries apprehensively.,,
What is stress?,Stress strains mentally/physically.,,
What is relax?,Relax rests peacefully.,,
What is calm?,Calm tranquil.,,
What is peace?,Peace untroubled.,,
What is war?,War conflicts violently.,,
What is fight?,Fight contends physically.,,
What is argue?,Argue disputes verbally.,,
What is debate?,Debates argues formally.,,
What is discuss?,Discusses exchanges views.,,
What is conversation?,Conversation talks informally.,,
What is chat?,Chat converses casually.,,
What is talk?,Talk communicates verbally.,,
What is speak?,Speak utters words.,,
What is say?,Say expresses verbally.,,
What is tell?,Tell informs verbally.,,
What is inform?,Inform communicates facts.,,
What is communicate?,Communicates conveys information.,,
What is express?,Expresses conveys thoughts/feelings.,,
What is convey?,Conveys transmits information.,,
What is transmit?,Transmits sends across.,,
What is send?,Sends dispatches.,,
What is receive?,Receives acquires.,,
What is accept?,Accepts receives willingly.,,
What is reject?,Rejects refuses.,,
What is refuse?,Refuses declines.,,
What is decline?,Declines rejects politely.,,
What is deny?,Denies declares untrue.,,
What is admit?,Admits acknowledges truth.,,
What is confess?,Confesses admits fault.,,
What is acknowledge?,Acknowledges recognizes.,,
What is recognize?,Recognizes identifies known.,,
What is identify?,Identifies establishes identity.,,
What is name?,Names designates.,,
What is call?,Calls names/contacts.,,
What is label?,Label categorizes.,,
What is title?,Title names formally.,,
What is term?,Term designates concept.,,
What is word?,Word language unit.,,
What is vocabulary?,Vocabulary known words.,,
What is language?,Language communicates symbolically.,,
What is grammar?,Grammar structures language.,,
What is syntax?,Syntax arranges words.,,
What is semantics?,Semantics studies meaning.,,
What is punctuation?,Punctuation clarifies writing.,,
What is letter?,Letter alphabetic symbol.,,
What is alphabet?,Alphabet letters systematically.,,
What is character?,Character symbol/writing unit.,,
What is symbol?,Symbol represents concept.,,
What is sign?,Sign indicates meaning.,,
What is gesture?,Gesture signals bodily.,,
What is body language?,Body language communicates nonverbally.,,
What is facial expression?,Facial expression conveys emotion.,,
What is emotion?,Emotion instinctive feeling.,,
What is feeling?,Feeling emotional state.,,
What is mood?,Mood temporary emotional state.,,
What is attitude?,Attitude settled opinion/behavior.,,
What is opinion?,Opinion personal view.,,
What is view?,View perspective.,,
What is perspective?,Perspective viewpoint.,,
What is point of view?,Point of view standpoint.,,
What is standpoint?,Standpoint position.,,
What is position?,Position location/viewpoint.,,
What is location?,Location place.,,
What is place?,Place specific area.,,
What is space?,Space extends dimensions.,,
What is area?,Area surface extent.,,
What is volume?,Volume space occupied.,,
What is capacity?,Capacity holds volume.,,
What is dimension?,Dimension measurable extent.,,
What is size?,Size dimensions/magnitude.,,
What is magnitude?,Magnitude size/extent.,,
What is scale?,Scale relative size.,,
What is proportion?,Proportion comparative relation.,,
What is ratio?,Ratio comparative quotient.,,
What is rate?,Rate measures change.,,
What is speed?,Speed measures velocity.,,
What is velocity?,Velocity speed/direction.,,
What is acceleration?,Acceleration changes velocity.,,
What is force?,Force changes motion.,,
What is motion?,Motion changes position.,,
What is movement?,Movement changes place.,,
What is change?,Change becomes different.,,
What is transformation?,Transformation alters form.,,
What is evolution?,Evolution develops gradually.,,
What is revolution?,Revolution changes radically.,,
What is progress?,Progress advances.,,
What is regress?,Regress deteriorates.,,
What is improvement?,Improvement enhances.,,
What is decline?,Decline worsens.,,
What is growth?,Growth increases.,,
What is decay?,Decay decomposes.,,
What is life?,Life animates organisms.,,
What is death?,Death ends life.,,
What is birth?,Birth begins life.,,
What is age?,Age time lived.,,
What is youth?,Youth early life.,,
What is adult?,Adult mature.,,
What is old?,Old aged.,,
What is new?,New recently created.,,
What is old?,Old existed long.,,
What is modern?,Modern contemporary.,,
What is ancient?,Ancient very old.,,
What is future?,Future upcoming.,,
What is past?,Past historical.,,
What is present?,Present current.,,
What is now?,Now current moment.,,
What is then?,Then past/future time.,,
What is when?,When at what time.,,
What is where?,Where at what place.,,
What is why?,Why for what reason.,,
What is how?,How in what way.,,
What is which?,Which what one.,,
What is what?,What thing.,,
What is who?,Which person.,,
What is whom?,Whom objective who.,,
What is whose?,Whose possessive who.,,
What is that?,That points specific.,,
What is this?,This points near.,,
What is these?,These plural this.,,
What is those?,Those plural that.,,
What is it?,It neuter pronoun.,,
What is he?,He male pronoun.,,
What is she?,She female pronoun.,,
What is they?,They plural/neutral pronoun.,,
What is we?,We inclusive pronoun.,,
What is you?,You addressed pronoun.,,
What is me?,Me objective I.,,
What is I?,I first person.,,
What is my?,My possessive I.,,
What is mine?,Mine possessive pronoun I.,,
What is your?,Your possessive you.,,
What is yours?,Yours possessive pronoun you.,,
What is his?,His possessive he.,,
What is hers?,Hers possessive pronoun she.,,
What is its?,Its possessive it.,,
What is their?,Their possessive they.,,
What is theirs?,Theirs possessive pronoun they.,,
What is our?,Our possessive we.,,
What is ours?,Ours possessive pronoun we.,,
What is myself?,Myself reflexive I.,,
What is yourself?,Yourself reflexive you.,,
What is himself?,Himself reflexive he.,,
What is herself?,Herself reflexive she.,,
What is itself?,Itself reflexive it.,,
What is themselves?,Themselves reflexive they.,,
What is ourselves?,Ourselves reflexive we.,,
What is yours?,Yours reflexive you plural.,,
What is who?,Who questions person.,,
What is whom?,Whom questions object person.,,
What is whose?,Whose questions possession.,,
What is what?,What questions thing.,,
What is when?,When questions time.,,
What is where?,Where questions place.,,
What is why?,Why questions reason.,,
What is how?,How questions manner.,,
What is which?,Which questions choice.,,
What is whether?,Whether questions alternatives.,,
What is if?,If conditions.,,
What is then?,Then consequently.,,
What is else?,Else alternatively.,,
What is because?,Because gives reason.,,
What is since?,Since time/reason.,,
What as?,As comparison/role.,,
What than?,Than comparison.,,
What like?,Like similar/resembles.,,
What such?,Such of that kind.,,
What same?,Same identical.,,
What different?,Different unlike.,,
What other?,Other additional/distinct.,,
What another?,Another additional one.,,
What each?,Every one individually.,,
What every?,All without exception.,,
What all?,All collectively.,,
What any?,Any whatever chosen.,,
What some?,Some unspecified amount.,,
What none?,None not any.,,
What few?,Few small number.,,
What many?,Many large number.,,
What much?,Much large amount.,,
What little?,Little small amount.,,
What more?,More additional quantity.,,
What less?,Less reduced quantity.,,
What most?,Most greatest part.,,
What least?,Least smallest.,,
What enough?,Enough sufficient.,,
What too?,Too excessively.,,
What very?,Very extremely.,,
What quite?,Completely/rather.,,
What rather?,Preferably/somewhat.,,
What somewhat?,Somewhat moderately.,,
What almost?,Almost nearly.,,
What nearly?,Nearly almost.,,
What about?,Concerning/approximately.,,
What above?,Above higher position.,,
What below?,Below lower position.,,
What under?,Under beneath.,,
What over?,Over above/across.,,
What between?,Between middle position.,,
What among?,Among surrounded by.,,
What around?,Around encircling.,,
What through?,Through entering/exiting.,,
What across?,Across traversing.,,
What along?,Along lengthwise.,,
What beside?,Beside next to.,,
What behind?,Behind rear position.,,
What in front?,In front forward position.,,
What inside?,Inside interior.,,
What outside?,Outside exterior.,,
What top?,Top highest point.,,
What bottom?,Bottom lowest point.,,
What center?,Center middle point.,,
What middle?,Middle central position.,,
What edge?,Edge boundary.,,
What corner?,Corner angular intersection.,,
What side?,Side lateral surface.,,
What end?,End termination.,,
What beginning?,Beginning start.,,
What start?,Start commence.,,
What finish?,Finish complete.,,
What complete?,Complete whole.,,
What whole?,Whole entire.,,
What part?,Part portion.,,
What piece?,Piece fragment.,,
What bit?,Bit small piece.,,
What fragment?,Fragment broken piece.,,
What section?,Section distinct part.,,
What segment?,Segment divided section.,,
What portion?,Portion allocated part.,,
What fraction?,Fraction numerical part.,,
What percentage?,Percentage per hundred part.,,
What half?,Half equal division.,,
What quarter?,Quarter fourth division.,,
What third?,Third one-third.,,
What whole?,Whole undivided.,,
What total?,Total sum.,,
What sum?,Sum addition total.,,
What add?,Add combine.,,
What subtract?,Subtract remove.,,
What multiply?,Multiply repeated addition.,,
What divide?,Divide share equally.,,
What calculate?,Calculate compute.,,
What compute?,Compute calculate.,,
What count?,Count enumerate.,,
What measure?,Measure quantify.,,
What weigh?,Weigh measure mass.,,
What balance?,Balance equilibrium.,,
What equal?,Equal same value.,,
What unequal?,Unequal different value.,,
What same?,Same identical.,,
What different?,Different distinct.,,
What similar?,Similar alike.,,
What like?,Like resembling.,,
What unlike?,Unlike different.,,
What compare?,Compare examine similarities.,,
What contrast?,Contrast examine differences.,,
What difference?,Difference distinctness.,,
What similarity?,Similarity likeness.,,
What analogy?,Analogy correspondence.,,
What example?,Example illustration.,,
What instance?,Instance occurrence.,,
What case?,Case specific situation.,,
What situation?,Situation circumstances.,,
What circumstance?,Circumstance condition.,,
What condition?,Condition state.,,
What state?,State condition.,,
What status?,Status position/condition.,,
What position?,Position location/rank.,,
What location?,Location place.,,
What place?,Place specific area.,,
What area?,Area region.,,
What region?,Region area.,,
What zone?,Zone designated area.,,
What district?,District administrative region.,,
What territory?,Territory governed land.,,
What country?,Country nation state.,,
What nation?,Nation sovereign state.,,
What state?,State governmental entity.,,
What city?,City large town.,,
What town?,Town populated area.,,
What village?,Village small community.,,
What community?,Community group sharing location/interest.,,
What society?,Society organized community.,,
What culture?,Culture customs/arts.,,
What tradition?,Tradition inherited custom.,,
What custom?,Custom habitual practice.,,
What habit?,Habit regular practice.,,
What routine?,Routine regular procedure.,,
What schedule?,Schedule timed plan.,,
What plan?,Plan intended action.,,
What strategy?,Strategy long-term plan.,,
What tactic?,Tactic short-term action.,,
What method?,Method systematic procedure.,,
What way?,Way manner/path.,,
What means?,Means method/resource.,,
What resource?,Resource supply/asset.,,
What asset?,Asset valuable resource.,,
What liability?,Liability obligation.,,
What debt?,Debt owed obligation.,,
What credit?,Credit deferred payment.,,
What loan?,Loan borrowed money.,,
What interest?,Interest cost/earnings.,,
What rate?,Rate proportion/charge.,,
What percentage?,Percentage per hundred.,,
What proportion?,Proportion comparative relation.,,
What ratio?,Ratio comparative quotient.,,
What fraction?,Fraction part-whole.,,
What decimal?,Decimal fraction base-10.,,
What number?,Number mathematical object.,,
What digit?,Digit numerical symbol.,,
What numeral?,Numeral number symbol.,,
What figure?,Figure number/shape.,,
What shape?,Shape form.,,
What form?,Form structure/shape.,,
What structure?,Structure organized arrangement.,,
What system?,System interacting components.,,
What organization?,Organization structured group.,,
What company?,Company business organization.,,
What business?,Business commercial activity.,,
What commerce?,Commerce trade.,,
What trade?,Trade exchange goods/services.,,
What exchange?,Exchange mutual transfer.,,
What market?,Market trade arena.,,
What economy?,Economy resource management.,,
What finance?,Finance money management.,,
What money?,Money exchange medium.,,
What currency?,Currency money system.,,
What coin?,Coin metal money.,,
What bill?,Bill paper money.,,
What cash?,Cash physical money.,,
What digital?,Digital electronic representation.,,
What electronic?,Electronic controls electrons.,,
